,Solucao,ActFun,NumHiden,C,Fmeasure
61,no_re,relu,10,0.8,0.46422628951747086
62,no_re,relu,10,0.9,0.5424292845257903
63,no_re,relu,20,0.1,0.4875207986688852
64,no_re,relu,20,0.2,0.5074875207986689
65,no_re,relu,20,0.3,0.46422628951747086
66,no_re,relu,20,0.4,0.5324459234608985
67,no_re,relu,20,0.5,0.502495840266223
68,no_re,relu,20,0.6,0.47088186356073214
69,no_re,relu,20,0.7,0.4875207986688852
70,no_re,relu,20,0.8,0.47254575707154745
71,no_re,relu,20,0.9,0.5291181364392679
72,no_re,relu,30,0.1,0.5457570715474209
73,no_re,relu,30,0.2,0.5174708818635607
74,no_re,relu,30,0.3,0.5274542429284526
75,no_re,relu,30,0.4,0.5357737104825291
76,no_re,relu,30,0.5,0.5158069883527454
77,no_re,relu,30,0.6,0.5124792013311148
78,no_re,relu,30,0.7,0.5257903494176372
79,no_re,relu,30,0.8,0.540765391014975
80,no_re,relu,30,0.9,0.5424292845257903
81,no_re,relu,40,0.1,0.5440931780366056
82,no_re,relu,40,0.2,0.4841930116472546
83,no_re,relu,40,0.3,0.49584026622296173
84,no_re,relu,40,0.4,0.5474209650582362
85,no_re,relu,40,0.5,0.49916805324459235
86,no_re,relu,40,0.6,0.5341098169717138
87,no_re,relu,40,0.7,0.4925124792013311
88,no_re,relu,40,0.8,0.519134775374376
89,no_re,relu,40,0.9,0.4858569051580699
90,no_re,relu,50,0.1,0.5074875207986689
91,no_re,relu,50,0.2,0.5158069883527454
92,no_re,relu,50,0.3,0.5141430948419301
93,no_re,relu,50,0.4,0.519134775374376
94,no_re,relu,50,0.5,0.519134775374376
95,no_re,relu,50,0.6,0.49584026622296173
96,no_re,relu,50,0.7,0.5274542429284526
97,no_re,relu,50,0.8,0.46089850249584025
98,no_re,relu,50,0.9,0.5241264559068219
99,no_re,relu,100,0.1,0.5174708818635607
100,no_re,relu,100,0.2,0.4908485856905158
101,no_re,relu,100,0.3,0.540765391014975
102,no_re,relu,100,0.4,0.5224625623960066
103,no_re,relu,100,0.5,0.5141430948419301
104,no_re,relu,100,0.6,0.5307820299500832
105,no_re,relu,100,0.7,0.519134775374376
106,no_re,relu,100,0.8,0.5274542429284526
107,no_re,relu,100,0.9,0.5574043261231281
108,no_re,sin,10,0.1,0.5207986688851913
109,no_re,sin,10,0.2,0.5490848585690515
110,no_re,sin,10,0.3,0.5291181364392679
111,no_re,sin,10,0.4,0.46755407653910147
112,no_re,sin,10,0.5,0.46755407653910147
113,no_re,sin,10,0.6,0.5241264559068219
114,no_re,sin,10,0.7,0.5357737104825291
115,no_re,sin,10,0.8,0.5291181364392679
116,no_re,sin,10,0.9,0.5091514143094842
117,no_re,sin,20,0.1,0.5241264559068219
118,no_re,sin,20,0.2,0.5374376039933444
119,no_re,sin,20,0.3,0.5074875207986689
120,no_re,sin,20,0.4,0.4908485856905158
121,no_re,sin,20,0.5,0.5091514143094842
122,no_re,sin,20,0.6,0.5574043261231281
123,no_re,sin,20,0.7,0.5074875207986689
124,no_re,sin,20,0.8,0.5307820299500832
125,no_re,sin,20,0.9,0.5074875207986689
126,no_re,sin,30,0.1,0.502495840266223
127,no_re,sin,30,0.2,0.4925124792013311
128,no_re,sin,30,0.3,0.5058236272878536
129,no_re,sin,30,0.4,0.4875207986688852
130,no_re,sin,30,0.5,0.49916805324459235
131,no_re,sin,30,0.6,0.5257903494176372
132,no_re,sin,30,0.7,0.5141430948419301
133,no_re,sin,30,0.8,0.4908485856905158
134,no_re,sin,30,0.9,0.5074875207986689
135,no_re,sin,40,0.1,0.49750415973377704
136,no_re,sin,40,0.2,0.5241264559068219
137,no_re,sin,40,0.3,0.5241264559068219
138,no_re,sin,40,0.4,0.5391014975041597
139,no_re,sin,40,0.5,0.49750415973377704
140,no_re,sin,40,0.6,0.49417637271214643
141,no_re,sin,40,0.7,0.502495840266223
142,no_re,sin,40,0.8,0.5374376039933444
143,no_re,sin,40,0.9,0.5457570715474209
144,no_re,sin,50,0.1,0.5207986688851913
145,no_re,sin,50,0.2,0.4825291181364393
146,no_re,sin,50,0.3,0.5490848585690515
147,no_re,sin,50,0.4,0.5590682196339434
148,no_re,sin,50,0.5,0.56738768718802
149,no_re,sin,50,0.6,0.49417637271214643
150,no_re,sin,50,0.7,0.49584026622296173
151,no_re,sin,50,0.8,0.5257903494176372
152,no_re,sin,50,0.9,0.5257903494176372
153,no_re,sin,100,0.1,0.5241264559068219
154,no_re,sin,100,0.2,0.49750415973377704
155,no_re,sin,100,0.3,0.5041597337770383
156,no_re,sin,100,0.4,0.5091514143094842
157,no_re,sin,100,0.5,0.5174708818635607
158,no_re,sin,100,0.6,0.47254575707154745
159,no_re,sin,100,0.7,0.5307820299500832
160,no_re,sin,100,0.8,0.47920133111480867
161,no_re,sin,100,0.9,0.47920133111480867
162,no_re,tanh,10,0.1,0.47420965058236275
163,no_re,tanh,10,0.2,0.4825291181364393
164,no_re,tanh,10,0.3,0.5391014975041597
165,no_re,tanh,10,0.4,0.5307820299500832
166,no_re,tanh,10,0.5,0.5307820299500832
167,no_re,tanh,10,0.6,0.5257903494176372
168,no_re,tanh,10,0.7,0.47088186356073214
169,no_re,tanh,10,0.8,0.5274542429284526
170,no_re,tanh,10,0.9,0.5174708818635607
171,no_re,tanh,20,0.1,0.5457570715474209
172,no_re,tanh,20,0.2,0.4891846921797005
173,no_re,tanh,20,0.3,0.49750415973377704
174,no_re,tanh,20,0.4,0.5074875207986689
175,no_re,tanh,20,0.5,0.5158069883527454
176,no_re,tanh,20,0.6,0.5391014975041597
177,no_re,tanh,20,0.7,0.4858569051580699
178,no_re,tanh,20,0.8,0.5341098169717138
179,no_re,tanh,20,0.9,0.5174708818635607
180,no_re,tanh,30,0.1,0.5324459234608985
181,no_re,tanh,30,0.2,0.5440931780366056
182,no_re,tanh,30,0.3,0.5241264559068219
183,no_re,tanh,30,0.4,0.5207986688851913
184,no_re,tanh,30,0.5,0.5490848585690515
185,no_re,tanh,30,0.6,0.5474209650582362
186,no_re,tanh,30,0.7,0.4858569051580699
187,no_re,tanh,30,0.8,0.4925124792013311
188,no_re,tanh,30,0.9,0.49916805324459235
189,no_re,tanh,40,0.1,0.5507487520798668
190,no_re,tanh,40,0.2,0.540765391014975
191,no_re,tanh,40,0.3,0.4925124792013311
192,no_re,tanh,40,0.4,0.49916805324459235
193,no_re,tanh,40,0.5,0.5324459234608985
194,no_re,tanh,40,0.6,0.5124792013311148
195,no_re,tanh,40,0.7,0.4908485856905158
196,no_re,tanh,40,0.8,0.5041597337770383
197,no_re,tanh,40,0.9,0.5440931780366056
198,no_re,tanh,50,0.1,0.5457570715474209
199,no_re,tanh,50,0.2,0.5008319467554077
200,no_re,tanh,50,0.3,0.49750415973377704
201,no_re,tanh,50,0.4,0.5008319467554077
202,no_re,tanh,50,0.5,0.5174708818635607
203,no_re,tanh,50,0.6,0.5224625623960066
204,no_re,tanh,50,0.7,0.5424292845257903
205,no_re,tanh,50,0.8,0.5224625623960066
206,no_re,tanh,50,0.9,0.4925124792013311
207,no_re,tanh,100,0.1,0.4925124792013311
208,no_re,tanh,100,0.2,0.5274542429284526
209,no_re,tanh,100,0.3,0.540765391014975
210,no_re,tanh,100,0.4,0.519134775374376
211,no_re,tanh,100,0.5,0.5291181364392679
212,no_re,tanh,100,0.6,0.4875207986688852
213,no_re,tanh,100,0.7,0.5440931780366056
214,no_re,tanh,100,0.8,0.5241264559068219
215,no_re,tanh,100,0.9,0.5424292845257903
216,no_re,leaky_relu,10,0.1,0.5424292845257903
217,no_re,leaky_relu,10,0.2,0.49916805324459235
218,no_re,leaky_relu,10,0.3,0.5174708818635607
219,no_re,leaky_relu,10,0.4,0.5374376039933444
220,no_re,leaky_relu,10,0.5,0.5457570715474209
221,no_re,leaky_relu,10,0.6,0.47420965058236275
222,no_re,leaky_relu,10,0.7,0.5574043261231281
223,no_re,leaky_relu,10,0.8,0.4825291181364393
224,no_re,leaky_relu,10,0.9,0.47753743760399336
225,no_re,leaky_relu,20,0.1,0.49750415973377704
226,no_re,leaky_relu,20,0.2,0.4825291181364393
227,no_re,leaky_relu,20,0.3,0.5324459234608985
228,no_re,leaky_relu,20,0.4,0.5540765391014975
229,no_re,leaky_relu,20,0.5,0.5291181364392679
230,no_re,leaky_relu,20,0.6,0.49417637271214643
231,no_re,leaky_relu,20,0.7,0.4858569051580699
232,no_re,leaky_relu,20,0.8,0.5357737104825291
233,no_re,leaky_relu,20,0.9,0.5307820299500832
234,no_re,leaky_relu,30,0.1,0.519134775374376
235,no_re,leaky_relu,30,0.2,0.47920133111480867
236,no_re,leaky_relu,30,0.3,0.47088186356073214
237,no_re,leaky_relu,30,0.4,0.480865224625624
238,no_re,leaky_relu,30,0.5,0.5274542429284526
239,no_re,leaky_relu,30,0.6,0.5391014975041597
240,no_re,leaky_relu,30,0.7,0.5124792013311148
241,no_re,leaky_relu,30,0.8,0.540765391014975
242,no_re,leaky_relu,30,0.9,0.5058236272878536
243,no_re,leaky_relu,40,0.1,0.4875207986688852
244,no_re,leaky_relu,40,0.2,0.5440931780366056
245,no_re,leaky_relu,40,0.3,0.5324459234608985
246,no_re,leaky_relu,40,0.4,0.4925124792013311
247,no_re,leaky_relu,40,0.5,0.4925124792013311
248,no_re,leaky_relu,40,0.6,0.5341098169717138
249,no_re,leaky_relu,40,0.7,0.5091514143094842
250,no_re,leaky_relu,40,0.8,0.49750415973377704
251,no_re,leaky_relu,40,0.9,0.5474209650582362
252,no_re,leaky_relu,50,0.1,0.5108153078202995
253,no_re,leaky_relu,50,0.2,0.4925124792013311
254,no_re,leaky_relu,50,0.3,0.5357737104825291
255,no_re,leaky_relu,50,0.4,0.480865224625624
256,no_re,leaky_relu,50,0.5,0.5241264559068219
257,no_re,leaky_relu,50,0.6,0.47920133111480867
258,no_re,leaky_relu,50,0.7,0.49916805324459235
259,no_re,leaky_relu,50,0.8,0.5341098169717138
260,no_re,leaky_relu,50,0.9,0.46921797004991683
261,no_re,leaky_relu,100,0.1,0.5391014975041597
262,no_re,leaky_relu,100,0.2,0.5357737104825291
263,no_re,leaky_relu,100,0.3,0.4875207986688852
264,no_re,leaky_relu,100,0.4,0.49750415973377704
265,no_re,leaky_relu,100,0.5,0.5091514143094842
266,no_re,leaky_relu,100,0.6,0.49584026622296173
267,no_re,leaky_relu,100,0.7,0.5590682196339434
268,no_re,leaky_relu,100,0.8,0.5457570715474209
269,no_re,leaky_relu,100,0.9,0.5041597337770383
270,solution1,sigmoid,10,0.1,0.480865224625624
271,solution1,sigmoid,10,0.2,0.480865224625624
272,solution1,sigmoid,10,0.3,0.480865224625624
273,solution1,sigmoid,10,0.4,0.480865224625624
274,solution1,sigmoid,10,0.5,0.480865224625624
275,solution1,sigmoid,10,0.6,0.480865224625624
